# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00228481	27.5	22.4	29.3	45.5
WBGene00228483	37.7	26.2	29.1	64.7
WBGene00228484	34.6	36.4	39.7	43.7
WBGene00228488	47.8	60.3	80.5	59.5
WBGene00228489	7.9	7.6	5.9	5.6
WBGene00228492	13.7	8.3	8.7	7.7
WBGene00228493	0.0	0.0	0.0	0.0
WBGene00228494	0.8	0.0	0.0	0.0
WBGene00228495	0.0	0.0	0.0	0.0
WBGene00228496	0.0	0.0	0.4	0.0
WBGene00228497	0.0	0.0	0.0	0.0
WBGene00228498	0.0	0.0	0.0	0.0
WBGene00228499	0.0	0.0	0.0	0.0
WBGene00228504	4.4	0.0	2.1	2.8
WBGene00228510	1.7	7.1	4.2	4.1
WBGene00228515	0.0	0.0	0.0	0.0
WBGene00228516	69.4	68.0	47.6	53.6
WBGene00228520	119.1	141.5	134.2	94.7
WBGene00228522	0.7	0.6	0.6	0.7
WBGene00228524	6.7	4.4	3.5	6.8
WBGene00228525	25.1	24.4	24.0	27.0
WBGene00228526	3.6	4.7	4.4	6.3
WBGene00228527	44.5	48.8	52.7	73.5
WBGene00228530	1.2	0.0	0.9	3.0
WBGene00228531	0.0	0.0	0.0	0.0
WBGene00228532	0.4	0.6	0.7	1.4
WBGene00228533	30.6	33.2	36.8	29.1
WBGene00228537	0.8	1.5	0.9	1.4
WBGene00228538	153.6	171.0	165.5	154.9
WBGene00228539	0.0	0.0	0.0	0.0
WBGene00228540	0.0	1.9	1.5	0.4
WBGene00228541	0.0	0.0	0.0	0.0
WBGene00228542	0.0	0.0	0.7	0.0
WBGene00228543	11.1	11.4	16.4	17.8
WBGene00228545	28.2	32.1	20.1	23.7
WBGene00228549	0.0	0.0	0.0	0.0
WBGene00228550	0.0	0.0	0.0	0.0
WBGene00228551	0.0	0.0	0.7	3.6
WBGene00228552	0.0	0.0	0.0	0.0
WBGene00228555	0.0	0.0	0.0	0.0
WBGene00228556	7.4	7.5	9.8	9.2
WBGene00228559	7.5	5.5	3.6	6.3
WBGene00228560	0.5	0.0	0.1	0.2
WBGene00228561	0.0	3.1	2.2	3.1
WBGene00228562	7.7	5.6	6.0	5.5
WBGene00228563	58.9	56.4	74.0	54.1
WBGene00228566	22.0	15.5	13.0	15.7
WBGene00228567	99.1	60.6	87.0	96.9
WBGene00228569	3.6	3.3	2.9	4.7
WBGene00228570	12.3	0.9	4.9	2.3
WBGene00228572	26.1	13.5	16.8	22.9
WBGene00228573	3.0	4.1	2.7	2.9
WBGene00228574	34.4	43.2	63.3	69.0
WBGene00228575	7.1	6.8	6.1	7.1
WBGene00228577	0.0	0.4	1.1	0.0
WBGene00228578	42.5	46.3	56.9	51.7
WBGene00228581	845.0	1031.5	1300.9	1134.7
WBGene00228582	0.0	0.0	0.0	0.0
WBGene00228584	27.2	17.2	14.8	25.5
WBGene00228585	13.0	8.3	6.9	17.4
WBGene00228586	26.2	20.6	35.4	54.3
WBGene00228587	17.5	16.7	13.2	15.4
WBGene00228588	109.1	53.8	50.8	68.3
WBGene00228589	7.6	7.4	4.2	3.2
WBGene00228590	0.0	0.0	0.0	0.0
WBGene00228592	0.0	2.3	0.0	0.0
WBGene00228594	3.4	2.0	1.5	2.6
WBGene00228600	21.9	11.0	20.4	28.6
WBGene00228610	124.6	123.6	154.3	206.6
WBGene00228612	73.8	101.6	131.2	101.7
WBGene00228615	40.1	41.3	41.8	64.5
WBGene00228618	76.6	95.7	159.7	140.0
WBGene00228620	134.1	109.1	115.7	149.9
WBGene00228622	169.5	255.4	243.2	269.5
WBGene00228623	423.1	529.7	669.4	675.6
WBGene00228624	16.9	6.0	8.2	3.9
WBGene00228625	77.5	85.6	47.2	66.0
WBGene00228638	56.9	49.3	207.1	171.9
WBGene00228639	182.1	80.7	120.0	162.4
WBGene00228640	0.0	0.0	0.0	0.0
WBGene00228641	15.3	25.6	22.3	20.8
WBGene00228643	0.8	2.2	1.0	1.6
WBGene00228644	5.0	1.8	1.6	2.2
WBGene00228645	176.7	249.7	194.7	187.0
WBGene00228648	0.5	1.9	1.3	1.7
WBGene00228649	17.1	10.8	17.5	15.5
WBGene00228651	38.3	31.0	55.0	17.6
WBGene00228653	16.5	13.5	12.8	20.1
WBGene00228654	3.6	1.1	1.5	2.1
WBGene00228655	15.9	7.8	7.1	14.8
WBGene00228657	28.0	31.3	20.1	24.9
WBGene00228658	15.3	13.4	17.5	20.0
WBGene00228660	0.0	0.0	0.0	0.0
WBGene00228662	1.1	2.8	1.6	1.8
WBGene00228663	51.9	44.1	32.0	49.3
WBGene00228664	16.1	10.4	12.6	14.7
WBGene00228666	9.3	7.7	1.3	6.3
WBGene00228668	3.3	5.0	6.5	5.2
WBGene00228669	0.0	0.0	0.0	0.0
WBGene00228670	7.2	4.9	4.3	7.3
WBGene00228672	0.0	0.0	1.7	0.7
WBGene00228673	0.0	0.0	0.0	0.0
WBGene00228674	0.0	0.0	0.0	0.0
WBGene00228675	0.3	0.0	0.4	0.4
WBGene00228676	56.1	40.8	45.2	63.8
WBGene00228677	36.8	33.1	40.4	41.5
WBGene00228678	0.0	0.0	0.0	0.0
WBGene00228679	24.9	17.9	20.9	38.9
WBGene00228680	15.3	11.0	12.5	17.0
WBGene00228681	43.8	47.1	50.3	49.8
WBGene00228682	18.6	11.1	16.6	27.0
WBGene00228683	0.0	0.0	0.0	0.0
WBGene00228684	44.1	29.1	34.2	34.5
WBGene00228685	18.5	14.0	11.6	18.0
WBGene00228686	35.5	21.3	28.6	31.8
WBGene00228687	22.1	29.0	41.2	47.0
WBGene00228688	30.4	17.6	23.5	41.2
WBGene00228690	0.0	0.0	0.0	0.0
WBGene00228692	60.8	40.9	63.0	64.0
WBGene00228694	11.1	7.4	7.9	11.7
WBGene00228698	5.3	6.5	4.9	4.2
WBGene00228699	2.1	1.2	1.2	2.2
WBGene00228700	29.7	58.1	2.8	2.7
WBGene00228701	35.6	33.8	33.9	26.0
WBGene00228703	24.9	18.2	27.4	13.0
WBGene00228704	3.6	2.0	0.4	0.0
WBGene00228705	211.6	312.9	393.4	577.3
WBGene00228707	3.6	1.2	3.1	2.1
WBGene00228711	11.7	11.4	7.7	12.7
WBGene00228712	3.2	1.6	1.9	3.2
WBGene00228713	8.2	9.9	7.6	12.0
WBGene00228714	0.0	0.5	0.0	0.0
WBGene00228720	4.5	0.0	3.6	0.0
WBGene00228724	22.8	19.5	17.5	24.7
WBGene00228731	14.5	9.0	8.6	14.4
WBGene00228732	15.7	13.6	8.7	9.9
WBGene00228735	0.0	2.7	7.1	7.1
WBGene00228737	6.0	3.6	3.1	7.8
WBGene00228738	0.0	1.8	0.5	1.7
WBGene00228740	0.0	0.0	0.0	0.0
WBGene00228741	0.0	0.0	0.0	0.0
WBGene00228743	2.0	3.5	1.5	7.9
WBGene00228746	30.9	29.1	45.2	30.7
WBGene00228747	0.0	0.0	0.0	0.0
WBGene00228748	0.0	0.0	0.0	0.0
WBGene00228751	21.5	14.8	26.7	17.1
WBGene00228754	0.0	3.8	0.6	4.7
WBGene00228755	9.8	13.7	10.6	18.9
WBGene00228756	29.6	35.3	29.4	40.3
WBGene00228757	293.8	536.4	530.9	407.1
WBGene00228758	0.0	0.0	0.9	0.0
WBGene00228761	18.9	18.2	16.0	21.5
WBGene00228762	140.6	176.8	155.5	153.5
WBGene00228763	13.4	10.0	6.1	15.8
WBGene00228764	6.0	2.5	4.7	6.7
WBGene00228767	4.8	5.5	6.4	2.7
WBGene00228770	2.2	3.8	7.8	12.9
WBGene00228773	10.7	10.2	4.3	6.4
WBGene00228774	43.5	49.8	65.1	62.8
WBGene00228775	18.1	29.4	11.8	3.1
WBGene00228776	5.9	4.1	5.1	7.0
WBGene00228779	0.0	0.0	0.0	0.0
WBGene00228780	2.6	9.6	10.0	7.3
WBGene00228781	66.4	53.6	65.7	76.3
WBGene00228782	63.7	60.3	73.5	110.4
WBGene00228785	5.5	4.6	2.6	2.8
WBGene00228788	34.3	40.1	35.9	40.2
WBGene00228789	10.9	12.1	11.2	13.4
WBGene00228794	18.2	9.9	19.1	29.2
WBGene00228795	221.0	326.1	194.7	214.6
WBGene00228796	1.3	0.2	0.8	1.1
WBGene00228798	5.3	8.8	9.5	6.2
WBGene00228799	135.8	133.4	146.4	106.1
WBGene00228800	53.4	36.9	56.4	65.9
WBGene00228802	12.5	8.1	9.2	9.8
WBGene00228806	6.7	7.1	6.9	8.9
WBGene00228807	0.0	0.0	0.0	1.1
WBGene00228809	41.9	28.9	50.6	51.8
WBGene00228813	7.8	5.9	7.4	6.1
WBGene00228814	24.3	20.5	21.9	33.5
WBGene00228815	90.8	62.5	91.8	92.2
WBGene00228818	28.9	34.6	37.8	51.3
WBGene00228820	0.0	0.0	2.5	0.0
WBGene00228821	22.0	20.5	21.5	26.1
WBGene00228825	413.0	350.7	448.4	447.2
WBGene00228826	256.5	223.2	218.7	208.6
WBGene00228830	68.7	58.7	70.1	70.4
WBGene00228834	29.8	28.6	27.1	33.7
WBGene00228836	0.0	0.0	0.0	0.0
WBGene00228837	167.0	163.3	167.9	158.7
WBGene00228838	0.0	0.0	0.0	0.0
WBGene00228840	2.4	4.3	1.9	0.0
WBGene00228842	4.5	5.4	5.1	7.6
WBGene00228843	2.8	6.1	5.5	2.4
WBGene00228846	11.2	10.1	9.3	13.2
WBGene00228847	17.0	24.0	6.1	7.2
WBGene00228849	37.4	45.6	37.1	48.5
WBGene00228850	7.5	3.8	6.0	6.8
WBGene00228852	15.7	19.0	20.6	23.5
WBGene00228854	16.2	20.6	25.6	27.3
WBGene00228855	47.8	52.5	67.2	76.2
WBGene00228858	33.1	22.9	33.2	40.6
WBGene00228861	5.6	3.3	3.7	6.9
WBGene00228863	0.0	9.2	15.3	5.4
WBGene00228864	13.1	9.2	7.1	5.1
WBGene00228865	16.0	10.0	5.2	12.0
WBGene00228866	165.9	162.6	292.9	170.3
WBGene00228867	17.9	17.5	16.8	21.9
WBGene00228869	0.0	0.0	0.0	0.0
WBGene00228870	0.0	0.0	0.0	0.0
WBGene00228871	1.3	0.2	0.9	0.9
WBGene00228872	2.6	1.0	0.9	1.2
WBGene00228875	0.0	0.0	0.0	0.0
WBGene00228876	14.0	19.5	17.9	24.5
WBGene00228877	1.5	0.9	1.1	0.9
WBGene00228878	13.3	10.8	16.0	12.9
WBGene00228883	0.0	0.0	0.0	0.0
WBGene00228885	0.0	0.0	0.0	0.0
WBGene00228886	0.0	0.0	0.0	0.0
WBGene00228887	0.0	0.0	1.9	1.7
WBGene00228888	15.6	7.3	15.1	17.5
WBGene00228889	80.6	73.0	93.8	95.7
WBGene00228892	24.2	12.9	15.5	30.1
WBGene00228893	345.2	304.1	418.8	367.9
WBGene00228896	21.2	14.1	25.5	25.5
WBGene00228897	10.5	9.7	15.4	35.2
WBGene00228902	0.8	0.8	0.0	0.0
WBGene00228903	0.0	6.5	1.7	1.0
WBGene00228905	7.2	7.2	5.6	9.7
WBGene00228909	45.5	34.3	28.4	46.4
WBGene00228910	0.0	1.3	0.8	1.0
WBGene00228911	124.6	100.4	141.3	197.2
WBGene00228912	0.8	1.8	1.5	0.6
WBGene00228913	22.2	17.0	16.2	23.3
WBGene00228914	2.3	3.3	4.3	3.0
WBGene00228917	1.8	1.3	0.8	2.6
WBGene00228918	14.3	10.7	11.7	13.4
WBGene00228919	31.1	24.9	21.0	32.8
WBGene00228921	170.9	182.9	249.3	216.7
WBGene00228922	12.0	16.3	7.8	16.8
WBGene00228924	17.0	11.6	12.0	19.6
WBGene00228927	88.9	72.1	108.0	118.5
WBGene00228928	28.9	14.6	27.4	36.1
WBGene00228929	23.0	19.6	28.4	23.1
WBGene00228930	74.4	51.5	51.8	68.3
WBGene00228931	88.7	52.6	53.1	78.2
WBGene00228932	22.5	18.6	22.4	18.1
WBGene00228933	19.0	13.6	9.0	15.4
WBGene00228934	68.9	56.9	77.8	81.8
WBGene00228936	9.9	6.4	9.6	11.7
WBGene00228937	1.4	1.1	1.1	1.3
WBGene00228938	0.0	0.0	0.0	0.0
WBGene00228939	17.7	18.8	25.4	21.7
WBGene00228940	10.2	13.2	10.8	13.0
WBGene00228942	26.4	25.5	35.6	20.2
WBGene00228943	0.0	0.0	0.0	0.0
WBGene00228944	0.0	1.8	0.0	0.0
WBGene00228945	28.4	22.9	23.6	28.5
WBGene00228948	19.8	8.0	14.6	17.3
WBGene00228949	35.4	43.3	41.6	46.5
WBGene00228950	21.9	11.2	17.3	32.2
WBGene00228951	3.6	1.9	4.8	5.0
WBGene00228953	0.0	0.0	0.0	0.0
WBGene00228955	3.2	3.5	1.0	3.1
WBGene00228957	17.9	7.8	9.4	12.0
WBGene00228959	24.1	14.8	20.4	13.6
WBGene00228960	98.9	88.0	104.9	89.4
WBGene00228961	0.0	0.6	0.0	0.0
WBGene00228962	196.8	140.2	94.2	105.5
WBGene00228963	76.5	45.2	52.3	57.5
WBGene00228964	32.4	16.9	28.8	42.9
WBGene00228965	1.1	0.9	3.3	2.1
WBGene00228973	1031.1	1585.0	1757.8	1581.3
WBGene00228974	33.5	24.4	34.4	43.1
WBGene00228975	52.1	71.0	68.5	47.1
WBGene00228976	2.0	3.3	1.6	3.2
WBGene00228977	19.7	10.4	23.2	39.3
WBGene00228979	247.3	279.5	312.0	271.8
WBGene00228980	0.6	0.0	0.0	0.4
WBGene00228981	385.8	388.6	418.6	501.9
WBGene00228982	12.2	18.2	13.7	13.7
WBGene00228984	26.3	17.2	12.2	22.4
WBGene00228986	1132.4	1683.0	3104.7	2238.5
WBGene00228987	68.5	61.1	58.1	51.9
WBGene00228988	1696.0	2346.7	3260.4	3070.0
WBGene00228989	0.0	0.0	0.0	0.0
WBGene00228990	8.0	2.6	5.8	4.0
WBGene00228991	0.0	0.0	0.5	0.0
WBGene00228994	78.6	59.7	56.2	72.5
WBGene00228995	0.7	0.4	0.3	0.6
WBGene00228996	40.7	47.2	35.4	26.1
WBGene00228997	0.0	2.8	0.8	0.0
WBGene00228998	78.5	68.3	133.6	81.9
WBGene00228999	9.3	3.8	5.3	7.1
WBGene00229000	85.6	68.8	66.0	91.6
WBGene00229001	11.7	7.2	9.5	18.3
WBGene00229002	13.2	7.6	12.6	7.2
WBGene00229003	11.0	12.2	13.0	10.3
WBGene00229004	76.8	73.9	42.7	64.5
WBGene00229005	19.1	21.2	31.6	21.1
WBGene00229007	19.3	12.3	13.1	20.5
WBGene00229008	0.0	0.0	0.4	0.0
WBGene00229010	2.0	0.7	1.0	1.2
WBGene00229011	31.3	30.1	31.2	27.9
WBGene00229012	48.8	22.3	27.1	40.3
WBGene00229014	38.2	35.8	43.3	43.4
WBGene00229015	9.8	5.8	5.5	7.0
WBGene00229016	38.3	28.4	36.4	43.1
WBGene00229017	0.0	0.0	0.0	0.0
WBGene00229018	65.0	58.3	46.3	59.3
WBGene00229019	1.6	1.4	0.5	0.0
WBGene00229021	4.9	3.5	4.8	4.6
WBGene00229022	10.4	7.3	3.2	6.9
WBGene00229024	32.5	30.2	29.0	27.3
WBGene00229025	20.6	10.9	16.0	18.7
WBGene00229026	80.1	65.1	42.6	54.1
WBGene00229027	17.3	14.0	14.7	22.2
WBGene00229029	28.6	31.7	24.4	20.6
WBGene00229032	12.1	9.0	8.2	11.5
WBGene00229033	20.1	16.6	18.5	25.0
WBGene00229037	1.5	0.0	0.0	0.0
WBGene00229038	15.8	18.5	30.5	23.6
WBGene00229039	5.5	2.3	6.0	7.5
WBGene00229040	0.0	0.0	0.0	0.0
WBGene00229041	0.0	0.0	0.0	0.0
WBGene00229042	0.0	1.6	0.0	1.4
WBGene00229043	2.9	5.1	5.6	6.0
WBGene00229044	0.0	0.0	0.0	0.0
WBGene00229046	33.8	17.8	22.4	35.4
WBGene00229047	21.2	6.5	6.1	3.9
WBGene00229048	48.1	45.5	65.1	44.4
WBGene00229049	75.3	60.1	72.3	81.8
WBGene00229050	2.3	0.7	0.0	1.8
WBGene00229051	91.9	77.0	82.3	73.9
WBGene00229052	52.8	82.6	78.4	56.0
WBGene00229054	0.0	2.2	0.8	0.0
WBGene00229055	2.9	0.0	1.5	0.4
WBGene00229056	15.5	8.9	17.1	30.0
WBGene00229057	5.5	3.6	2.5	1.7
WBGene00229060	192.8	207.9	195.9	211.7
WBGene00229061	11.5	7.1	5.6	7.3
WBGene00229062	45.3	55.7	18.0	44.8
WBGene00229065	0.0	3.6	0.0	0.0
WBGene00229071	26.8	13.2	20.2	24.9
WBGene00229074	23.6	19.4	21.8	26.6
WBGene00229076	0.7	0.0	0.7	1.2
WBGene00229078	144.3	140.5	141.5	157.3
WBGene00229079	14.7	15.4	16.7	11.3
WBGene00229080	9.1	15.4	5.1	8.2
WBGene00229082	2.9	2.3	3.1	3.1
WBGene00229084	12.9	11.0	10.4	14.7
WBGene00229085	7.2	6.1	5.4	9.6
WBGene00229086	0.0	0.0	0.0	0.0
WBGene00229088	4.7	2.8	3.1	6.7
WBGene00229089	7.4	6.4	5.7	7.4
WBGene00229090	104.9	77.6	85.2	117.5
WBGene00229091	22.9	18.8	31.6	30.4
WBGene00229096	0.0	0.0	0.0	0.0
WBGene00229098	29.6	14.4	40.1	4.1
WBGene00229100	53.0	43.1	54.5	48.9
WBGene00229101	24.8	30.7	25.1	27.0
WBGene00229102	2.5	5.8	3.0	1.4
WBGene00229103	2.7	3.1	1.6	3.4
WBGene00229104	103.3	81.7	93.8	101.5
WBGene00229105	1.1	2.8	0.0	0.0
WBGene00229106	36.3	29.7	44.0	41.1
WBGene00229107	12.6	18.1	17.3	17.3
WBGene00229109	0.0	0.0	0.0	0.0
WBGene00229111	0.7	1.5	1.2	1.2
WBGene00229112	0.7	0.0	0.0	0.0
WBGene00229113	34.4	38.9	40.6	43.0
WBGene00229114	27.0	30.5	35.7	64.6
WBGene00229115	0.0	0.0	0.0	0.0
WBGene00229116	22.4	34.7	18.2	23.9
WBGene00229118	19.6	12.4	20.0	23.5
WBGene00229120	67.0	53.0	73.3	57.2
WBGene00229121	6.6	4.8	13.5	11.0
WBGene00229122	5.1	6.4	2.5	3.5
WBGene00229123	10.6	9.1	8.1	13.6
WBGene00229124	18.2	15.4	20.0	22.7
WBGene00229126	1.6	1.5	1.0	1.7
WBGene00229129	0.0	0.8	0.0	0.0
WBGene00229130	1.6	2.4	0.3	0.3
WBGene00229131	11.3	10.9	10.5	12.0
WBGene00229132	129.6	127.2	239.3	170.9
WBGene00229133	610.2	609.3	757.2	472.0
WBGene00229134	58.2	41.1	71.4	79.0
WBGene00229135	0.0	0.0	0.0	0.0
WBGene00229136	91.4	70.2	81.6	65.8
WBGene00229137	14.7	14.3	12.0	8.9
WBGene00229138	328.2	367.4	96.1	174.3
WBGene00229139	3.4	2.6	2.0	2.0
WBGene00229140	0.0	0.0	0.0	0.0
WBGene00229141	4.9	2.0	2.6	4.6
WBGene00229142	31.0	26.6	32.2	28.2
WBGene00229143	1.6	0.0	1.0	0.7
WBGene00229144	17.1	5.1	7.1	9.4
WBGene00229145	5.7	5.1	2.9	4.9
WBGene00229147	0.0	0.0	0.0	0.0
WBGene00229149	36.0	27.3	36.1	32.8
WBGene00229150	89.5	86.4	89.8	86.5
WBGene00229151	15.5	11.6	19.1	32.7
WBGene00229152	186.2	205.7	196.6	193.0
WBGene00229153	1.8	3.8	1.7	2.1
WBGene00229154	59.7	32.1	49.5	58.4
WBGene00229155	102.4	107.1	102.0	118.0
WBGene00229156	44.4	33.6	32.7	33.9
WBGene00229157	19.1	9.3	8.0	8.4
WBGene00229158	0.0	0.0	0.0	0.0
WBGene00229159	0.0	0.0	0.0	0.0
WBGene00229160	7.7	9.4	5.5	3.9
WBGene00229162	98.9	71.5	79.3	125.1
WBGene00229165	24.7	14.7	17.4	28.5
WBGene00229167	6.1	2.8	3.3	2.3
WBGene00229168	0.0	0.0	0.3	0.0
WBGene00229170	30.5	17.4	18.5	32.3
WBGene00229172	50.7	38.8	61.4	61.5
WBGene00229173	4.3	3.6	6.4	7.1
WBGene00229174	0.0	0.0	0.0	0.0
WBGene00229176	30.0	23.8	18.1	32.5
WBGene00229177	86.6	57.1	70.6	82.7
WBGene00229178	0.0	0.0	0.0	0.0
WBGene00229180	584.4	659.5	611.1	590.0
WBGene00229181	183.9	160.1	161.9	163.3
WBGene00229182	121.9	75.4	87.6	156.9
WBGene00229183	26.7	13.3	18.2	25.8
WBGene00229184	15.1	13.2	16.4	19.9
WBGene00229185	71.0	44.6	43.3	59.4
WBGene00229187	251.9	218.9	554.8	447.1
WBGene00229188	122.5	131.3	124.8	123.3
WBGene00229189	88.1	82.5	99.7	87.0
WBGene00229190	17.4	16.1	8.9	12.0
WBGene00229191	0.6	2.8	1.6	3.1
WBGene00229192	1.5	1.4	1.6	2.8
WBGene00229193	1.2	0.0	0.0	0.9
WBGene00229194	0.0	0.9	0.6	0.6
WBGene00229195	10.2	7.2	9.9	8.5
WBGene00229196	31.5	18.6	20.3	20.1
WBGene00229197	0.9	0.0	0.2	1.2
WBGene00229198	3.2	2.1	3.0	2.8
WBGene00229199	26.4	31.6	22.8	25.5
WBGene00229201	59.2	63.3	55.2	53.0
WBGene00229202	0.0	0.0	0.0	0.0
WBGene00229203	52.9	49.7	40.0	48.3
WBGene00229204	4.5	3.5	4.6	1.5
WBGene00229205	33.0	27.5	41.6	43.1
WBGene00229206	34.6	33.6	54.0	39.5
WBGene00229207	9.0	6.3	7.9	12.0
WBGene00229208	112.6	66.8	68.3	91.5
WBGene00229209	1.8	4.8	2.1	2.4
WBGene00229211	0.4	0.0	0.8	1.4
WBGene00229213	32.7	29.3	30.9	30.5
WBGene00229214	0.0	0.0	0.0	0.0
WBGene00229215	1.1	0.3	0.0	1.1
WBGene00229217	8.9	12.4	16.9	10.1
WBGene00229218	16.9	13.4	12.0	8.5
WBGene00229219	0.6	0.3	0.5	0.0
WBGene00229220	0.0	0.0	0.0	0.0
WBGene00229221	12.5	8.7	8.8	8.0
WBGene00229223	28.3	20.1	29.4	27.5
WBGene00229224	4.4	4.2	3.4	3.5
WBGene00229227	60.2	51.9	35.6	57.1
WBGene00229228	37.0	28.7	28.1	32.8
WBGene00229230	32.5	34.2	35.2	45.0
WBGene00229232	5.0	0.8	2.1	4.3
WBGene00229233	38.9	36.6	30.0	29.3
WBGene00229236	21.9	15.0	17.7	7.9
WBGene00229237	14.4	17.8	16.9	15.3
WBGene00229239	2.7	1.8	1.0	1.3
WBGene00229240	1.4	0.3	0.9	1.9
WBGene00229241	0.0	0.0	0.0	0.0
WBGene00229242	51.9	49.8	97.5	91.8
WBGene00229245	61.4	77.9	35.8	18.3
WBGene00229246	0.0	0.0	0.0	0.0
WBGene00229247	0.9	1.5	2.5	2.0
WBGene00229251	0.0	0.0	0.0	0.0
WBGene00229252	0.0	0.0	0.0	0.0
WBGene00229253	0.0	0.0	0.9	0.0
WBGene00229254	8.1	6.7	5.4	7.5
WBGene00229255	4.3	3.4	5.3	5.2
WBGene00229256	0.0	0.0	0.0	0.0
WBGene00229257	0.0	0.0	0.0	0.0
WBGene00229258	6.2	7.0	1.3	6.5
WBGene00229259	0.0	0.0	0.0	0.0
WBGene00229261	85.0	56.7	79.2	76.0
WBGene00229262	4.6	4.9	5.0	3.8
WBGene00229263	1.1	0.0	1.0	1.4
WBGene00229265	3.4	2.0	1.5	3.8
WBGene00229266	13.1	10.3	21.2	14.4
WBGene00229267	33.8	26.1	25.4	32.2
WBGene00229268	10.2	7.0	7.9	13.3
WBGene00229270	94.5	147.4	80.3	120.0
WBGene00229271	38.6	28.1	44.8	41.9
WBGene00229272	1.0	0.7	2.5	1.9
WBGene00229273	24.0	17.2	25.1	25.2
WBGene00229274	14.8	9.1	12.8	12.8
WBGene00229275	510.8	632.1	510.5	421.8
WBGene00229276	0.6	0.0	0.0	0.2
WBGene00229277	1.8	0.6	0.5	1.8
WBGene00229280	0.9	0.0	0.0	1.8
WBGene00229281	2.0	0.8	1.9	1.6
WBGene00229282	90.3	222.0	104.6	435.1
WBGene00229283	11.5	6.4	1.5	6.2
WBGene00229284	26.1	24.9	33.1	30.5
WBGene00229285	16.8	19.8	13.1	13.2
WBGene00229286	2.0	0.0	0.0	0.0
WBGene00229287	8.9	6.4	12.9	11.8
WBGene00229288	4.8	3.3	5.5	2.5
WBGene00229289	74.0	87.6	69.5	67.3
WBGene00229290	2.3	6.0	3.6	7.6
WBGene00229291	2.3	2.1	3.0	1.5
WBGene00229292	3.2	19.3	13.4	7.8
WBGene00229293	13.5	5.0	12.1	12.0
WBGene00229294	18.2	17.1	6.3	4.6
WBGene00229295	0.0	0.0	0.0	0.0
WBGene00229296	274.5	269.9	236.1	288.8
WBGene00229297	1.3	3.3	1.2	1.9
WBGene00229298	68.7	52.3	50.5	69.8
WBGene00229301	2.6	3.9	3.4	2.6
WBGene00229302	7.5	5.7	9.4	6.5
WBGene00229303	14.2	25.3	54.3	18.9
WBGene00229305	4.1	3.4	6.2	10.5
WBGene00229306	49.1	41.4	33.0	32.3
WBGene00229307	2.2	1.6	2.4	1.7
WBGene00229308	127.8	77.8	110.3	136.7
WBGene00229309	17.9	17.8	19.8	18.4
WBGene00229311	61.3	75.6	57.3	47.6
WBGene00229312	52.6	32.5	44.5	56.2
WBGene00229313	549.0	677.1	588.3	488.0
WBGene00229314	34.3	25.0	28.6	36.9
WBGene00229315	5.0	5.3	4.3	7.5
WBGene00229316	91.1	103.9	74.4	82.1
WBGene00229317	44.3	27.9	44.6	67.0
WBGene00229318	4.6	3.1	2.1	2.4
WBGene00229320	14.6	5.4	5.7	11.8
WBGene00229321	0.0	0.0	0.0	0.0
WBGene00229322	69.0	81.6	58.6	56.5
WBGene00229323	99.4	65.8	97.2	87.2
WBGene00229324	33.8	24.5	21.3	31.8
WBGene00229326	49.7	25.6	29.2	42.5
WBGene00229327	459.4	482.7	425.8	419.3
WBGene00229328	24.6	20.7	26.3	28.5
WBGene00229329	36.7	18.7	20.5	31.9
WBGene00229330	103.1	76.5	98.3	75.4
WBGene00229331	2.9	2.0	2.7	5.8
WBGene00229332	403.4	413.7	388.5	307.1
WBGene00229333	18.7	20.9	12.6	13.1
WBGene00229334	299.1	313.1	344.3	366.3
WBGene00229335	0.0	0.0	0.0	0.0
WBGene00229337	0.0	0.0	0.0	0.0
WBGene00229338	1.4	5.3	0.3	2.0
WBGene00229339	0.0	0.0	0.0	0.0
WBGene00229340	36.4	24.4	29.1	27.6
WBGene00229341	52.5	82.3	10.6	21.6
WBGene00229342	145.9	164.1	154.7	150.4
WBGene00229343	12.7	10.6	12.5	13.6
WBGene00229344	409.4	424.7	362.2	457.8
WBGene00229348	82.1	91.3	48.5	72.0
WBGene00229349	8.8	3.8	8.7	2.2
WBGene00229350	7.1	5.4	6.2	11.2
WBGene00229352	5.4	5.6	6.7	4.5
WBGene00229353	84.0	164.8	166.1	133.9
WBGene00229354	111.2	98.2	126.6	116.0
WBGene00229355	3.0	2.4	0.3	0.7
WBGene00229356	22.3	16.8	20.8	20.3
WBGene00229357	67.0	44.3	76.6	62.6
WBGene00229359	15.7	15.5	24.8	32.1
WBGene00229360	26.2	15.9	22.6	40.3
WBGene00229362	20.4	17.8	24.1	23.1
WBGene00229363	53.7	67.4	59.2	54.2
WBGene00229364	0.0	0.0	0.0	0.0
WBGene00229365	44.7	38.5	13.4	32.3
WBGene00229366	0.4	0.5	0.4	0.5
WBGene00229367	35.4	35.7	41.8	44.4
WBGene00229368	15.4	10.7	11.2	18.6
WBGene00229369	13.8	7.5	15.2	19.5
WBGene00229370	6.3	5.7	6.2	8.9
WBGene00229371	0.0	0.0	1.4	0.5
WBGene00229372	22.8	12.6	19.5	19.5
WBGene00229373	33.4	27.3	27.9	31.2
