# Gene expression in TPM - median across runs per condition for study SRP066611
# !Ivermectin 1 uM, 5 d: Low replicates (2)
	0h	48 h	5 d	Ivermectin 1 uM, 48 h	!Ivermectin 1 uM, 5 d	Ivermectin 300 nM, 48 h	Ivermectin 300 nM, 5 d
WBGene00220716	19.0	11.1	29.4	12.4	26.3	19.6	24.9
WBGene00220718	2.7	9.0	3.0	0.0	0.0	0.0	0.0
WBGene00220719	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220720	8.3	4.7	0.0	0.0	0.0	0.0	0.0
WBGene00220721	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220722	2.9	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220735	169.0	136.2	134.3	100.5	124.9	114.3	170.5
WBGene00220736	99.7	118.7	75.2	64.9	73.4	77.6	81.7
WBGene00220737	47.7	62.0	67.6	40.1	54.7	57.9	72.7
WBGene00220738	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220740	239.0	221.0	257.0	234.8	247.7	256.3	262.9
WBGene00220742	136.4	77.9	118.6	128.6	56.0	208.3	121.9
WBGene00220743	31.5	26.8	29.8	36.1	34.0	47.4	31.6
WBGene00220744	76.2	150.4	102.0	148.8	86.7	203.4	80.2
WBGene00220745	246.2	260.6	220.8	237.9	159.0	177.2	174.7
WBGene00220746	281.6	212.6	218.4	262.6	172.9	310.1	172.1
WBGene00220748	10.7	4.9	10.9	5.9	19.1	5.1	5.2
WBGene00220749	2.4	1.4	2.3	1.2	2.9	2.2	4.4
WBGene00220750	14.6	14.8	20.0	26.2	21.0	19.7	13.9
WBGene00220751	11.1	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220752	0.0	0.0	0.0	19.6	0.0	11.8	0.0
WBGene00220753	148.8	109.7	97.3	100.7	117.5	111.6	105.2
WBGene00220756	36.8	42.1	38.4	54.8	54.1	51.9	41.1
WBGene00220757	497.4	499.0	450.9	471.9	497.5	525.0	477.4
WBGene00220759	7.3	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220761	49.8	60.7	51.9	29.9	37.9	40.5	42.8
WBGene00220762	82.9	72.8	97.9	57.6	36.9	84.7	87.9
WBGene00220763	0.7	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220767	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220768	262.6	246.1	242.0	193.9	194.9	206.8	264.0
WBGene00220770	34.6	25.7	11.2	23.4	16.3	15.6	19.9
WBGene00220775	0.0	0.0	0.0	0.0	8.2	0.0	0.0
WBGene00220777	0.0	17.5	0.0	11.8	13.2	22.4	12.2
WBGene00220780	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220783	13.4	11.3	32.0	18.1	23.3	19.8	8.6
WBGene00220787	119.5	191.2	194.6	268.1	215.9	253.7	183.8
WBGene00220789	24.9	20.1	20.3	18.9	12.2	10.5	15.3
WBGene00220791	176.6	234.7	245.9	358.7	180.2	277.9	209.3
WBGene00220794	41.2	53.7	47.4	60.2	47.2	50.6	53.2
WBGene00220797	1.3	4.3	1.4	5.1	0.0	0.0	0.0
WBGene00220798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220799	3.9	3.2	13.5	7.6	0.0	13.1	6.6
WBGene00220801	33.5	11.2	14.4	10.3	24.2	4.5	10.5
WBGene00220802	65.8	91.1	109.6	123.0	154.3	80.1	143.5
WBGene00220805	0.0	21.1	18.0	28.5	20.2	16.2	45.8
WBGene00220806	90.6	138.1	117.7	129.3	102.2	96.4	103.3
WBGene00220807	5.0	3.7	4.4	2.4	2.3	1.1	2.7
WBGene00220808	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220809	1.1	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220812	12.3	20.9	13.3	23.8	6.9	16.6	9.7
WBGene00220817	14.4	18.2	14.1	14.5	14.4	10.6	15.1
WBGene00220819	0.8	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220820	3.4	7.0	6.1	9.7	6.1	5.5	0.0
WBGene00220823	10.1	5.7	7.5	0.0	12.6	11.9	7.0
WBGene00220825	0.0	0.0	0.0	0.0	6.0	0.0	0.0
WBGene00220828	136.5	144.3	116.3	118.2	113.4	130.9	124.5
WBGene00220829	82.3	75.8	78.7	66.5	57.7	67.8	84.1
WBGene00220831	4.8	0.0	0.0	2.6	0.0	8.0	0.0
WBGene00220834	68.1	49.0	45.0	39.2	39.6	29.9	44.5
WBGene00220835	121.7	107.7	124.6	67.1	137.9	139.3	129.4
WBGene00220836	204.8	238.6	236.4	197.7	293.9	239.7	209.0
WBGene00220839	109.6	95.9	84.5	71.4	69.6	71.0	28.7
WBGene00220840	10.2	11.4	15.1	0.0	5.3	9.0	6.4
WBGene00220844	16.2	21.8	15.2	17.0	19.9	22.0	24.0
WBGene00220845	65.6	38.2	64.0	33.2	38.9	14.8	56.5
WBGene00220846	204.9	202.5	125.4	109.4	80.6	137.3	87.7
WBGene00220849	107.5	112.2	103.5	136.1	68.4	78.7	91.5
WBGene00220851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220853	11.3	22.1	6.0	14.6	7.3	12.7	6.4
WBGene00220854	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220855	15.6	21.7	31.8	18.7	19.8	28.6	29.4
WBGene00220860	0.0	0.0	0.0	0.0	0.7	0.0	0.0
WBGene00220862	0.0	0.0	0.0	0.0	8.3	0.0	14.6
WBGene00220865	60.3	110.4	112.0	56.5	115.5	75.6	85.5
WBGene00220866	16.7	25.9	13.2	23.6	12.9	16.0	20.9
WBGene00220867	22.4	28.4	28.6	43.2	12.0	43.9	27.0
WBGene00220870	1.4	1.2	1.2	1.1	0.6	1.9	1.1
WBGene00220873	4.2	36.6	15.7	38.2	39.5	40.7	0.0
WBGene00220875	0.0	0.0	0.0	0.0	2.0	0.0	0.0
WBGene00220877	78.7	93.0	72.8	109.9	84.0	79.6	75.6
WBGene00220878	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220879	6.8	5.9	2.7	2.9	1.3	2.5	3.0
WBGene00220880	12.2	13.5	11.5	10.5	5.5	10.0	12.6
WBGene00220881	182.6	160.5	147.6	166.5	208.2	213.8	146.9
WBGene00220882	114.0	85.0	90.8	103.2	62.7	97.0	72.8
WBGene00220884	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220885	21.3	25.2	25.4	19.0	10.4	22.5	18.0
WBGene00220886	0.0	0.0	20.9	0.0	23.4	0.0	0.0
WBGene00220887	0.6	2.4	2.2	3.4	2.2	2.1	0.0
WBGene00220889	2.5	0.0	8.8	0.0	0.0	7.7	9.7
WBGene00220890	17.9	35.7	34.2	26.1	37.2	28.7	47.1
WBGene00220891	44.5	84.1	59.1	64.2	69.7	94.8	71.7
WBGene00220893	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220896	13.8	13.3	23.5	13.0	25.2	14.3	13.4
WBGene00220897	404.5	393.4	309.7	413.2	399.3	319.3	317.0
WBGene00220898	117.0	108.3	121.8	131.4	110.6	126.5	119.2
WBGene00220909	0.0	0.0	0.0	0.0	4.7	0.0	0.0
WBGene00220914	97.3	8.7	7.0	3.8	12.7	6.7	3.9
WBGene00220915	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220920	6.2	3.5	0.0	0.0	4.2	0.0	0.0
WBGene00220921	243.9	258.2	286.4	263.7	234.9	358.8	230.9
WBGene00220922	76.1	53.4	49.0	52.8	77.8	23.0	23.1
WBGene00220925	17.4	19.7	50.6	15.4	18.2	29.2	47.7
WBGene00220928	35.2	31.6	33.8	28.0	24.5	28.8	32.9
WBGene00220929	70.7	47.1	39.4	23.1	37.6	53.4	116.1
WBGene00220930	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220935	7.6	10.7	0.0	8.7	2.6	4.1	4.5
WBGene00220936	65.7	37.2	45.2	63.5	30.7	50.8	50.0
WBGene00220939	373.5	1690.7	2537.8	2886.7	2800.3	3072.7	1622.7
WBGene00220943	113.1	163.2	111.3	135.1	109.5	166.4	177.6
WBGene00220944	61.5	33.1	47.1	52.8	25.0	23.0	30.0
WBGene00220949	4.6	6.1	2.7	2.9	2.8	0.0	7.7
WBGene00220953	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00220954	223.2	198.8	181.6	163.0	191.0	199.2	145.2
WBGene00220955	5.5	6.3	6.7	0.0	17.5	6.5	7.6
WBGene00220956	30.9	20.4	19.3	31.3	20.5	28.3	9.5
WBGene00220960	7.1	6.5	14.8	18.4	7.5	8.3	10.8
WBGene00220961	97.0	44.1	59.7	94.9	98.8	35.4	106.8
WBGene00220970	26.3	20.1	33.7	23.1	19.6	23.2	21.7
WBGene00220975	129.7	103.2	118.8	134.5	145.2	137.5	129.6
WBGene00220980	123.8	90.2	122.9	203.9	138.2	209.0	99.4
WBGene00220981	4.5	3.0	5.5	2.3	1.9	1.6	2.1
WBGene00220982	2.3	11.1	14.7	12.8	8.4	7.1	0.0
WBGene00220985	77.0	50.1	40.3	61.0	42.5	44.5	34.5
WBGene00220986	27.4	49.8	28.6	27.0	32.8	24.6	35.0
WBGene00220989	57.4	37.5	48.1	40.3	40.4	25.4	52.3
WBGene00220990	37.5	56.2	45.2	53.9	44.6	41.4	49.4
WBGene00220992	12.6	16.6	23.6	30.6	23.0	32.7	26.8
WBGene00220996	77.1	142.7	179.1	114.6	174.9	126.9	168.2
WBGene00221002	2.6	2.3	2.3	2.1	3.1	1.7	0.0
WBGene00221009	25.6	51.5	40.0	23.9	21.9	31.9	28.8
WBGene00221010	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221016	11.0	8.1	14.3	5.3	3.4	5.5	6.3
WBGene00221019	0.0	0.0	1.9	0.0	0.0	0.0	0.0
WBGene00221054	15.8	17.2	11.6	13.7	10.2	11.8	8.6
WBGene00221056	14.0	9.6	5.8	8.8	0.0	5.5	0.0
WBGene00221057	3.6	3.1	0.0	4.2	3.8	3.3	4.3
WBGene00221059	4.7	7.3	3.2	5.2	0.0	8.7	3.7
WBGene00221073	3.2	2.6	4.3	1.8	1.4	2.5	0.0
WBGene00221076	28.6	14.4	20.5	13.3	20.7	21.3	15.1
WBGene00221077	234.7	410.0	424.6	271.8	442.1	311.5	405.8
WBGene00221078	16.9	14.5	6.6	17.0	5.1	11.1	7.3
WBGene00221079	19.0	16.5	11.6	12.0	7.3	4.9	11.3
WBGene00221080	18.4	28.2	27.6	34.4	6.7	34.9	8.8
WBGene00221083	24.2	47.5	22.8	36.9	15.9	30.3	29.1
WBGene00221085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221086	0.0	0.0	0.0	0.0	19.8	0.0	0.0
WBGene00221089	3.2	8.1	8.8	11.0	7.9	8.7	6.0
WBGene00221090	729.3	761.2	683.9	689.8	567.9	762.8	684.0
WBGene00221093	0.0	0.0	0.0	0.0	0.0	0.0	8.0
WBGene00221094	5.9	23.0	18.7	10.1	28.1	20.2	28.7
WBGene00221095	0.0	0.0	0.7	0.0	0.0	0.0	0.0
WBGene00221097	8.7	0.0	5.0	0.0	9.0	0.0	0.0
WBGene00221102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221112	111.7	113.8	104.5	87.2	87.9	107.4	58.8
WBGene00221113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221117	440.6	196.1	203.0	59.4	85.4	96.8	49.1
WBGene00221119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221120	10.6	22.5	21.5	13.0	11.9	19.8	23.1
WBGene00221121	5.8	0.0	10.0	0.0	20.6	9.0	0.0
WBGene00221122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221125	1.3	0.0	1.4	2.8	0.0	0.0	4.4
WBGene00221134	4.8	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221135	72.1	57.7	41.0	46.9	40.8	75.3	36.5
WBGene00221137	43.7	0.0	8.2	12.8	21.2	7.7	20.1
WBGene00221138	30.9	36.5	30.7	25.8	10.5	15.9	33.3
WBGene00221140	64.9	94.5	75.8	85.3	45.9	101.1	105.8
WBGene00221144	19.9	27.0	29.6	23.9	5.8	33.2	23.5
WBGene00221146	26.3	16.3	13.1	14.7	21.1	15.1	15.4
WBGene00221153	173.4	138.5	162.8	150.5	67.6	169.4	143.0
WBGene00221154	0.0	0.0	0.0	0.0	3.0	0.0	0.0
WBGene00221155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221162	1.3	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221169	9.5	11.5	8.7	8.3	7.8	17.2	10.9
WBGene00221170	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221199	32.8	14.1	15.1	28.6	8.0	13.6	9.6
WBGene00221200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221205	5.9	9.9	1.2	0.0	4.6	0.0	4.6
WBGene00221208	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221211	70.6	59.8	113.9	142.9	159.9	81.2	154.4
WBGene00221212	14.0	22.1	11.2	12.1	9.3	17.2	13.8
WBGene00221217	31.4	33.5	27.5	25.1	23.9	32.5	26.3
WBGene00221226	31.4	23.6	29.1	13.6	29.3	17.5	46.4
WBGene00221231	16.7	48.8	14.9	32.2	76.2	28.6	49.1
WBGene00221235	34.1	38.5	29.3	35.1	95.8	15.8	31.1
WBGene00221236	51.2	44.3	36.8	42.4	32.1	31.1	30.2
WBGene00221239	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221241	37.8	30.4	32.8	32.4	12.5	13.1	31.5
WBGene00221242	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221255	0.0	4.5	7.5	5.9	1.9	3.6	0.0
WBGene00221258	3.7	0.0	0.0	0.0	14.3	0.0	0.0
WBGene00221265	0.0	7.6	0.0	0.0	0.0	0.0	0.0
WBGene00221266	23.1	82.8	41.9	33.8	32.0	41.6	51.2
WBGene00221267	119.6	99.7	116.1	83.3	112.6	142.3	81.9
WBGene00221268	29.2	37.6	27.2	22.9	20.3	13.6	36.3
WBGene00221269	36.0	25.4	32.7	22.8	28.3	24.2	28.6
WBGene00221272	7.4	3.3	5.0	5.1	5.5	4.8	3.1
WBGene00221274	299.0	245.5	234.9	281.5	301.5	283.6	288.4
WBGene00221276	32.6	4.7	3.1	0.0	0.0	0.0	0.0
WBGene00221277	101.7	58.8	111.9	94.9	141.8	87.0	92.3
WBGene00221278	61.2	71.1	81.8	39.0	59.2	93.8	108.1
WBGene00221282	45.1	42.0	36.6	25.8	39.8	20.0	36.4
WBGene00221284	591.8	48.2	64.6	92.2	46.5	74.5	55.5
WBGene00221285	29.6	19.8	36.6	22.8	23.8	7.6	10.8
WBGene00221286	13.7	11.4	12.6	14.6	9.4	9.2	10.0
WBGene00221287	10.3	10.8	17.8	10.0	8.9	26.1	8.8
WBGene00221288	17.7	15.6	7.9	21.6	10.4	19.2	12.6
WBGene00221289	2.1	3.4	4.5	8.2	3.6	0.0	8.3
WBGene00221290	0.0	4.8	5.4	5.8	0.0	0.0	0.0
WBGene00221291	298.3	349.0	343.6	299.2	417.9	398.9	346.0
WBGene00221293	189.1	145.3	234.9	95.8	226.7	125.0	335.6
WBGene00221295	158.0	190.7	128.1	100.5	167.8	100.8	77.0
WBGene00221296	210.4	289.2	208.8	391.0	217.3	400.7	213.6
WBGene00221297	102.5	106.3	87.3	66.7	101.8	87.1	93.4
WBGene00221303	51.6	82.9	71.4	53.4	51.1	69.7	74.1
WBGene00221304	144.7	215.5	145.7	254.7	168.7	261.5	166.9
WBGene00221305	8.6	9.7	8.3	10.1	12.5	7.2	23.5
WBGene00221306	29.6	33.5	55.6	40.0	24.5	34.8	22.7
WBGene00221307	3.1	12.1	11.1	0.0	0.0	0.0	10.5
WBGene00221310	126.1	109.9	156.0	96.7	191.6	110.5	131.2
WBGene00221311	19.8	29.2	37.3	35.5	31.2	18.9	21.7
WBGene00221312	18.1	33.4	27.8	30.6	17.2	13.9	29.1
WBGene00221317	16.7	26.2	44.8	32.2	42.1	28.6	35.2
WBGene00221319	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221322	912.1	985.2	927.0	1080.0	942.2	1208.7	901.8
WBGene00221323	11.2	24.9	40.0	55.5	73.5	59.4	56.0
WBGene00221324	26.8	17.8	7.2	10.9	3.5	13.5	13.6
WBGene00221325	54.5	63.8	72.9	58.9	69.6	47.2	64.4
WBGene00221328	21.5	18.7	6.2	32.3	10.0	0.0	0.0
WBGene00221329	0.0	0.0	4.3	0.0	0.0	0.0	0.0
WBGene00221332	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221333	53.8	48.9	60.7	64.9	44.5	79.9	34.4
WBGene00221334	11.1	0.0	0.0	0.0	6.4	0.0	0.0
WBGene00221335	5.4	4.9	2.9	4.5	2.8	4.0	1.7
WBGene00221336	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221337	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221338	0.5	3.7	1.7	1.1	0.0	3.1	2.2
WBGene00221339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221342	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221344	14.5	8.7	17.6	8.0	14.7	0.0	7.0
WBGene00221347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221348	2.3	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221349	18.9	12.3	16.2	19.7	12.4	21.1	34.5
WBGene00221350	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221353	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221354	19.1	28.1	8.9	11.8	9.5	13.8	20.2
WBGene00221355	8.7	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221358	514.8	367.7	285.1	416.3	226.7	353.6	301.3
WBGene00221359	16.7	16.9	22.1	14.3	10.1	10.3	13.0
WBGene00221360	9.2	3.7	0.0	25.1	0.0	15.4	0.0
WBGene00221361	7.7	6.3	3.5	8.6	2.1	3.4	0.0
WBGene00221362	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221363	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221364	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221366	2.1	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221367	2.9	5.0	5.3	0.0	2.7	2.4	2.6
WBGene00221368	19.9	0.0	14.3	27.3	23.3	38.8	0.0
WBGene00221370	3.9	0.0	0.0	2.2	0.0	0.0	8.0
WBGene00221371	45.1	47.0	39.9	30.1	22.4	24.8	31.7
WBGene00221373	0.0	0.0	0.0	0.0	0.0	21.3	0.0
WBGene00221374	0.7	2.7	0.0	0.0	0.0	2.3	0.0
WBGene00221375	3.5	5.9	2.2	0.6	2.8	3.5	2.1
WBGene00221376	2.9	0.0	0.0	3.2	0.0	0.0	0.0
WBGene00221378	14.5	45.6	44.6	56.1	29.5	55.0	35.3
WBGene00221381	3.0	9.6	0.0	3.6	1.6	5.1	3.2
WBGene00221383	0.0	0.0	0.0	0.0	4.2	0.0	0.0
WBGene00221385	11.1	1.7	2.8	2.3	2.3	2.5	2.8
WBGene00221386	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221388	2.6	3.3	0.0	0.0	0.0	0.0	0.0
WBGene00221389	160.5	181.4	145.0	189.7	173.3	168.6	110.4
WBGene00221391	22.7	0.0	22.3	0.0	0.0	11.1	12.7
WBGene00221394	0.0	0.0	0.0	0.0	12.9	22.9	0.0
WBGene00221395	41.5	24.8	40.8	0.0	21.7	18.4	23.3
WBGene00221399	0.0	14.4	0.0	0.0	7.7	0.0	0.0
WBGene00221400	6.0	12.7	22.4	19.5	18.5	11.2	11.0
WBGene00221404	0.0	1.1	0.0	0.0	0.0	0.0	0.0
WBGene00221405	5.1	10.4	14.2	2.9	10.1	0.0	21.0
WBGene00221406	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221407	3.6	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221408	1.6	0.0	5.6	3.6	2.8	5.1	0.0
WBGene00221409	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221410	0.0	0.0	11.9	0.0	5.7	0.0	0.0
WBGene00221411	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221412	2.9	3.0	1.6	1.7	1.5	2.6	0.0
WBGene00221414	1.9	0.0	0.0	0.0	3.9	0.0	6.8
WBGene00221415	0.0	2.1	2.7	9.9	0.0	0.0	0.0
WBGene00221416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221421	14.0	21.8	5.0	9.2	0.0	9.6	6.3
WBGene00221422	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221424	1.8	0.0	0.0	0.0	6.8	0.0	0.0
WBGene00221425	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221427	0.9	4.0	0.0	3.7	1.6	3.2	3.2
WBGene00221429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221430	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221431	5.2	0.0	18.7	30.3	0.0	16.9	0.0
WBGene00221433	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221435	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221437	4.2	0.0	0.0	0.0	4.2	0.0	0.0
WBGene00221438	87.0	53.6	58.9	101.8	71.1	79.3	37.1
WBGene00221439	0.0	1.4	0.0	0.0	0.0	0.0	0.0
WBGene00221441	2.1	0.0	4.8	0.0	4.3	0.0	0.0
WBGene00221442	6.5	6.8	6.3	13.6	3.0	0.0	0.0
WBGene00221443	45.1	39.4	26.2	24.9	23.3	38.8	42.3
WBGene00221445	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221446	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221448	2.3	2.0	0.0	0.0	0.0	8.4	0.0
WBGene00221451	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221453	0.0	0.0	0.0	0.0	2.2	0.0	0.0
WBGene00221454	94.8	74.0	85.5	107.6	79.6	109.3	67.3
WBGene00221455	1.0	0.0	0.0	0.0	2.1	0.0	0.0
WBGene00221457	7.3	0.0	2.1	0.0	0.0	0.0	0.0
WBGene00221460	0.0	0.0	0.0	0.0	11.2	0.0	0.0
WBGene00221462	24.3	31.6	24.6	36.6	12.7	31.8	15.2
WBGene00221463	26.1	26.6	13.1	49.4	36.2	42.9	24.0
WBGene00221464	0.0	17.9	15.3	49.5	7.7	0.0	19.5
WBGene00221465	0.0	0.0	0.0	2.1	1.9	0.0	0.0
WBGene00221466	0.0	0.0	0.0	0.0	2.7	0.0	0.0
WBGene00221468	1.4	0.0	0.0	0.0	2.8	0.0	0.0
WBGene00221469	9.0	7.2	4.8	37.5	3.9	7.5	7.6
WBGene00221470	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221475	34.4	0.0	14.8	16.6	24.0	0.0	0.0
WBGene00221476	8.0	6.5	6.9	2.2	3.5	12.4	0.0
WBGene00221480	3.8	3.0	8.7	9.7	2.2	3.9	9.9
WBGene00221483	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221485	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221489	0.0	0.0	0.0	0.0	1.2	0.0	0.0
WBGene00221490	58.2	62.8	59.7	54.6	70.5	34.5	0.0
WBGene00221492	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221496	11.4	7.2	6.3	3.2	11.2	15.0	5.0
WBGene00221498	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221500	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221503	225.9	234.0	181.9	235.4	170.8	226.7	149.8
WBGene00221504	11.3	0.0	30.1	6.2	20.7	0.0	0.0
WBGene00221507	1.4	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221508	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221512	2.9	22.2	15.1	22.0	32.4	19.6	19.3
WBGene00221521	8.9	10.8	0.0	9.7	0.0	0.0	15.0
WBGene00221523	125.8	202.7	188.8	251.6	172.0	150.0	152.2
WBGene00221525	0.0	0.0	0.0	0.0	11.0	19.5	0.0
WBGene00221527	57.4	67.2	77.0	47.9	47.2	59.1	72.7
WBGene00221529	5.5	0.0	11.6	14.1	19.6	0.0	7.2
WBGene00221531	5.6	5.5	2.4	0.8	5.0	4.4	0.0
WBGene00221533	21.2	1.6	4.1	4.2	3.3	19.5	0.0
WBGene00221540	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221543	27.9	42.3	52.4	51.5	31.2	42.3	48.5
WBGene00221545	0.0	5.0	0.0	0.0	0.0	0.0	0.0
WBGene00221550	0.0	0.0	0.0	0.0	8.7	0.0	0.0
WBGene00221552	2.2	4.5	7.4	1.3	0.0	3.9	4.5
WBGene00221554	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221555	0.0	3.2	2.6	0.8	0.0	2.5	0.0
WBGene00221556	1.5	0.0	0.0	1.7	1.4	0.0	3.5
WBGene00221558	5.3	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221559	8.1	4.9	20.0	12.7	17.0	15.6	5.1
WBGene00221563	2.7	4.0	1.5	1.6	1.4	0.0	6.3
WBGene00221564	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221566	191.8	126.5	173.2	155.5	112.5	109.2	51.0
WBGene00221568	1.5	3.9	0.0	0.0	3.1	0.0	0.0
WBGene00221569	2.4	2.6	2.2	0.0	3.6	0.0	0.0
WBGene00221571	4.1	9.9	4.4	15.8	0.0	25.4	0.0
WBGene00221572	31.9	5.7	0.0	7.9	0.0	4.9	6.3
WBGene00221575	17.6	43.0	32.7	45.7	15.4	35.2	27.0
WBGene00221576	37.1	41.5	35.5	43.2	13.8	8.5	21.7
WBGene00221577	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221581	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221582	20.2	17.6	19.5	0.0	0.0	0.0	0.0
WBGene00221585	52.3	46.5	60.7	54.5	55.3	54.6	39.7
WBGene00221586	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221587	3.0	6.5	8.5	3.5	2.8	0.0	5.4
WBGene00221595	2.4	1.3	0.0	0.0	0.0	0.0	0.0
WBGene00221596	20.1	11.2	0.0	11.1	0.0	8.9	0.0
WBGene00221597	14.0	4.6	2.0	0.0	6.5	11.7	8.3
WBGene00221598	40.0	32.3	14.2	25.8	48.8	22.9	22.5
WBGene00221600	57.1	66.1	62.8	90.6	88.0	120.8	51.2
WBGene00221601	142.6	155.9	138.4	191.6	162.6	191.6	163.1
WBGene00221602	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00221603	73.0	99.5	68.1	57.4	53.4	34.7	70.3
WBGene00221606	2.1	4.4	0.0	0.0	0.0	0.0	0.0
WBGene00221607	0.0	0.0	0.0	0.0	0.0	8.5	0.0
WBGene00221609	1.8	4.6	0.6	0.6	1.1	2.0	0.0
